,0,1,2,3,4,5,6,7,8,9,10,11,12
435,436.0,2.0,0.0,31.16,1.0,0.0,1.0,1.0,2.0,0.5,1.0,0.27,0.42
436,437.0,1.0,-1.0,31.06,-3.0,-2.0,3.606,0.27731558513588467,1.414,2.55,134.98,1.3,-2.2
437,438.0,0.0,0.0,31.16,-3.0,4.0,5.0,0.2,1.0,1.0,1.0,0.54,0.84
438,439.0,0.0,1.0,31.16,-2.0,-4.0,4.472,0.22361359570661893,1.0,1.0,1.0,0.54,0.84
439,440.0,1.0,-5.0,31.25,2.0,2.0,2.828,0.3536067892503536,5.099,0.555,168.68,0.18,0.53
440,441.0,-1.0,4.0,31.16,1.0,2.0,2.236,0.44722719141323786,4.123,0.542,165.96,0.05,-0.54
441,442.0,-4.0,-3.0,31.03,0.0,-3.0,3.0,0.3333333333333333,5.0,0.6,233.16,-0.58,0.15
442,443.0,-3.0,1.0,31.16,0.0,-3.0,3.0,0.3333333333333333,3.162,0.949,108.4,-0.75,-0.58
443,444.0,2.0,3.0,31.09,5.0,6.0,7.81,0.12804097311139565,3.606,2.166,33.71,-1.43,1.62
444,445.0,-4.0,-5.0,31.22,-2.0,-4.0,4.472,0.22361359570661893,6.403,0.698,218.68,0.39,0.58
445,446.0,-2.0,-5.0,31.12,-6.0,-11.0,12.53,0.07980845969672785,5.385,2.327,201.81,-2.29,0.42
446,447.0,6.0,-2.0,31.22,8.0,0.0,8.0,0.125,6.325,1.265,108.4,-1.0,-0.77
447,448.0,3.0,-3.0,31.16,2.0,1.0,2.236,0.44722719141323786,4.243,0.527,134.98,0.27,-0.45
448,449.0,-4.0,-3.0,31.19,-2.0,-1.0,2.236,0.44722719141323786,5.0,0.447,233.16,-0.43,0.11
449,450.0,-1.0,-6.0,31.19,-3.0,-6.0,6.708,0.1490757304710793,6.083,1.103,189.47,-1.1,-0.05
450,451.0,4.0,4.0,31.16,-2.0,4.0,4.472,0.22361359570661893,5.657,0.791,45.02,0.4,0.68
451,452.0,-3.0,1.0,31.19,0.0,-2.0,2.0,0.5,3.162,0.633,108.4,-0.5,-0.39
452,453.0,0.0,0.0,31.12,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.54,0.84
453,454.0,0.0,-2.0,31.19,2.0,2.0,2.828,0.3536067892503536,1.0,1.0,1.0,0.54,0.84
454,455.0,-3.0,-1.0,31.12,-4.0,2.0,4.472,0.22361359570661893,3.162,1.414,251.6,-1.12,0.86
455,456.0,-2.0,5.0,31.19,0.0,1.0,1.0,1.0,5.385,0.186,158.19,-0.18,-0.03
456,457.0,-3.0,5.0,31.22,3.0,4.0,5.0,0.2,5.831,0.857,149.02,0.78,0.36
457,458.0,-3.0,3.0,31.12,-3.0,2.0,3.606,0.27731558513588467,4.243,0.85,134.98,0.43,-0.73
458,459.0,-1.0,-2.0,31.16,2.0,1.0,2.236,0.44722719141323786,2.236,1.0,206.58,0.12,0.99
459,460.0,-2.0,3.0,31.12,-3.0,2.0,3.606,0.27731558513588467,3.606,1.0,146.29,-0.66,-0.75
460,461.0,3.0,-6.0,31.12,-2.0,-13.0,13.153,0.07602828252109785,6.708,1.961,153.42,0.24,-1.95
461,462.0,0.0,2.0,31.16,4.0,-3.0,5.0,0.2,1.0,1.0,1.0,0.54,0.84
462,463.0,2.0,-4.0,31.22,-1.0,1.0,1.414,0.7072135785007072,4.472,0.316,153.42,0.04,-0.31
463,464.0,-1.0,-5.0,31.12,-1.0,-2.0,2.236,0.44722719141323786,5.099,0.439,191.32,0.14,-0.42
464,465.0,1.0,0.0,31.19,1.0,-2.0,2.236,0.44722719141323786,1.0,2.236,1.0,1.21,1.88
465,466.0,-1.0,1.0,31.12,2.0,0.0,2.0,0.5,1.414,1.414,134.98,0.72,-1.22
466,467.0,-4.0,-2.0,31.22,0.0,-1.0,1.0,1.0,4.472,0.224,243.47,0.18,0.13
467,468.0,1.0,-10.0,31.09,-2.0,-6.0,6.325,0.15810276679841898,10.05,0.629,174.29,0.53,0.34
468,469.0,-1.0,-2.0,31.19,1.0,-3.0,3.162,0.3162555344718533,2.236,1.414,206.58,0.17,1.4
469,470.0,0.0,1.0,31.25,-3.0,0.0,3.0,0.3333333333333333,1.0,1.0,1.0,0.54,0.84
470,471.0,0.0,1.0,31.25,-2.0,1.0,2.236,0.44722719141323786,1.0,1.0,1.0,0.54,0.84
471,472.0,7.0,4.0,31.16,1.0,2.0,2.236,0.44722719141323786,8.062,0.277,60.29,-0.23,-0.16
472,473.0,-1.0,-1.0,31.16,0.0,0.0,0.0,1.0,1.414,0.707,225.02,0.36,0.61
473,474.0,1.0,0.0,31.19,-1.0,2.0,2.236,0.44722719141323786,1.0,2.236,1.0,1.21,1.88
474,475.0,2.0,0.0,31.12,2.0,0.0,2.0,0.5,2.0,1.0,1.0,0.54,0.84
475,476.0,-5.0,-1.0,31.19,0.0,-6.0,6.0,0.16666666666666666,5.099,1.177,258.73,-1.16,-0.22
476,477.0,-2.0,-3.0,31.22,-2.0,-3.0,3.606,0.27731558513588467,3.606,1.0,213.71,-0.66,0.75
477,478.0,0.0,11.0,31.25,1.0,1.0,1.414,0.7072135785007072,1.0,1.0,1.0,0.54,0.84
478,479.0,4.0,2.0,31.16,6.0,3.0,6.708,0.1490757304710793,4.472,1.5,63.47,1.2,0.89
479,480.0,5.0,-5.0,31.19,4.0,-4.0,5.657,0.176772140710624,7.071,0.8,134.98,0.41,-0.69
480,481.0,-3.0,-2.0,31.12,1.0,1.0,1.414,0.7072135785007072,3.606,0.392,236.34,0.38,-0.08
481,482.0,2.0,4.0,31.22,-2.0,3.0,3.606,0.27731558513588467,4.472,0.806,26.58,0.1,0.8
482,483.0,7.0,6.0,31.22,3.0,6.0,6.708,0.1490757304710793,9.22,0.728,49.42,0.48,-0.54
483,484.0,-1.0,-1.0,31.12,2.0,1.0,2.236,0.44722719141323786,1.414,1.581,225.02,0.8,1.36
484,485.0,2.0,-2.0,31.12,3.0,1.0,3.162,0.3162555344718533,2.828,1.118,134.98,0.57,-0.96
485,486.0,-4.0,-5.0,31.19,-3.0,-3.0,4.243,0.23568230025925052,6.403,0.663,218.68,0.37,0.55
486,487.0,-3.0,0.0,31.16,-3.0,-2.0,3.606,0.27731558513588467,3.0,1.202,1.0,0.65,1.01
487,488.0,0.0,-2.0,31.25,0.0,-2.0,2.0,0.5,1.0,1.0,1.0,0.54,0.84
488,489.0,-3.0,5.0,31.22,-2.0,4.0,4.472,0.22361359570661893,5.831,0.767,149.02,0.7,0.32
489,490.0,1.0,-2.0,31.16,-1.0,-4.0,4.123,0.24254183846713556,2.236,1.844,153.42,0.23,-1.83
490,491.0,2.0,-4.0,31.12,0.0,-6.0,6.0,0.16666666666666666,4.472,1.342,153.42,0.17,-1.33
491,492.0,-3.0,-1.0,31.16,-4.0,0.0,4.0,0.25,3.162,1.265,251.6,-1.0,0.77
492,493.0,-1.0,-4.0,31.12,1.0,-2.0,2.236,0.44722719141323786,4.123,0.542,194.04,0.05,0.54
493,494.0,-4.0,2.0,31.16,4.0,0.0,4.0,0.25,4.472,0.894,116.53,0.72,-0.53
494,495.0,0.0,11.0,31.16,5.0,2.0,5.385,0.18570102135561747,1.0,1.0,1.0,0.54,0.84
495,496.0,7.0,-3.0,31.19,4.0,-4.0,5.657,0.176772140710624,7.616,0.743,113.16,-0.48,0.57
496,497.0,3.0,0.0,31.12,1.0,-4.0,4.123,0.24254183846713556,3.0,1.374,1.0,0.74,1.16
497,498.0,2.0,-5.0,31.25,2.0,-2.0,2.828,0.3536067892503536,5.385,0.525,158.19,-0.52,-0.09
498,499.0,-5.0,1.0,31.16,-4.0,0.0,4.0,0.25,5.099,0.784,101.27,-0.77,0.15
499,500.0,-1.0,-4.0,31.03,-1.0,-2.0,2.236,0.44722719141323786,4.123,0.542,194.04,0.05,0.54
